Table,Description_table,Field,Description,Data Type,Length,Column,Date
F3002,Bill of Material Master File,IXITM,Item Number - Short,Numeric,8,6,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXLITM,2nd Item Number,String,25,7,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXAITM,3rd Item Number,String,25,8,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCMCU,Component Branch,String,12,9,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCPNT,Component Line Number,Numeric,4,10,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXSBNT,Substitute Item Sequence Number,Numeric,5,11,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXPRTA,Partials Allowed (Y/N),Character,1,12,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXQNTY,Quantity - Standard Required Quantity,Numeric,15,13,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXUM,Unit of Measure,String,2,14,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXBQTY,Units - Batch Quantity,Numeric,15,15,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXUOM,Unit of Measure as Input,String,2,16,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFVBT,Fixed or Variable Batch Size,Character,1,17,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXEFFF,Effective - From Date,Date,6,18,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXEFFT,Effective - Thru Date,Date,6,19,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFSER,Effective From Serial Number,String,25,20,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXTSER,Effective Thru Serial Number,String,25,21,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXITC,Issue Type Code,Character,1,22,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFTRC,Required,Character,1,23,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXOPTK,Optional Item (Kit),Character,1,24,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFORV,Default Component,Character,1,25,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCSTM,Component Costing Method,Character,1,26,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCSMP,Costing Method - Purchasing,Character,1,27,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXORDW,Order With,Character,1,28,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFORQ,Fixed or Variable Quantity,Character,1,29,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCOBY,Co-Products/By-Products/Intermediate,Character,1,30,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCOTY,Component Type,Character,1,31,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFRMP,From Potency,Numeric,7,32,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXTHRP,Thru Potency,Numeric,7,33,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFRGD,From Grade,String,3,34,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXTHGD,Thru Grade,String,3,35,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXOPSQ,Sequence Number - Operations,Numeric,5,36,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXBSEQ,Sequence - Bubble Sequence,Numeric,5,37,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXFTRP,Feature Planned Percent,Numeric,5,38,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXF$RP,Feature Cost Percent,Numeric,5,39,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXRSCP,Resource Percent,Numeric,5,40,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXSCRP,Percent - Percent of Scrap,Numeric,5,41,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXREWP,Percent - Rework,Numeric,5,42,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXASIP,Percent - As is,Numeric,5,43,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCPYP,Percent - Cumulative Planned Yield,Numeric,5,44,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXSTPP,Operation Scrap Percent,Numeric,5,45,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXLOVD,Leadtime Offset Days,Numeric,6,46,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXECO,ECO Number,String,12,47,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXECTY,Engineering Change Reason,String,2,48,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXECOD,Date - Engineering Change Date,Date,6,49,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXDSC1,Description,String,30,50,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXLNTY,Line Type,String,2,51,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXPRIC,Unit Price per Primary,Numeric,15,52,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXUNCS,Amount - Unit Cost,Numeric,15,53,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXPCTK,Percent Assembly Sales Price,Numeric,7,54,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXSHNO,Message Number,String,10,55,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXOMCU,Project Business Unit,String,12,56,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXOBJ,Object Account,String,6,57,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXSUB,Subsidiary,String,8,58,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXBREV,Bill Revision Level,String,3,59,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCMRV,Component Revision Level,String,3,60,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXRVNO,Last Revision No.,String,2,61,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXUUPG,Item Number - Use Up/Go To,Numeric,8,62,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXURCD,User Reserved Code,String,2,63,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXURDT,User Reserved Date,Date,6,64,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXURAT,User Reserved Amount,Numeric,15,65,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXURRF,User Reserved Reference,String,15,66,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXURAB,User Reserved Number,Numeric,8,67,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXUSER,User ID,String,10,68,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXPID,Program ID,String,10,69,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXJOBN,Work Station ID,String,10,70,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXUPMJ,Date - Updated,Date,6,71,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXTDAY,Time of Day,Numeric,6,72,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXAING,Active Ingredient Flag,Character,1,73,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXSUCO,Substitute Counter,Integer,11,74,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXSTRC,Consumption Start,Numeric,15,75,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXENDC,Consumption End,Numeric,15,76,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXAPSC,Constraints Flag,Character,1,77,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXCPNB,Component Line Number BOM,Numeric,8,78,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXBSEQAN,Bubble Sequence Alpha Numeric,String,5,79,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXBCHAR,Lean Superflush Flag,Character,1,80,2025-07-15 09:36:08.224336
F3002,Bill of Material Master File,IXBOSTR,Prep Code,String,4,81,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRTRT,Type of Routing,String,3,1,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRKIT,Parent (short) Item Number,Numeric,8,2,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRKITL,Kit - 2nd Item Number,String,25,3,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRKITA,3rd Item Number - Kit,String,25,4,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRMMCU,Branch,String,12,5,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRALD,Auto Load Description,String,4,6,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRDSC1,Description,String,30,7,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRLINE,Line/Cell Identifier,String,12,8,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRMCU,Business Unit,String,12,9,2025-07-15 09:36:08.224336
F3003,Routing Master File,IROPSQ,Sequence Number - Operations,Numeric,5,10,2025-07-15 09:36:08.224336
F3003,Routing Master File,IREFFF,Effective - From Date,Date,6,11,2025-07-15 09:36:08.224336
F3003,Routing Master File,IREFFT,Effective - Thru Date,Date,6,12,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRBFPF,Pay Point Code,Character,1,13,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRLAMC,Labor or Machine,Character,1,14,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRTIMB,Time Basis Code,Character,1,15,2025-07-15 09:36:08.224336
F3003,Routing Master File,IROPSR,Factor - Operation Shrinkage Factor,Numeric,15,16,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRBQTY,Units - Batch Quantity,Numeric,15,17,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRUOM,Unit of Measure as Input,String,2,18,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRRUNM,Run Machine - Standard,Numeric,15,19,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRRUNL,Run Labor - Standard,Numeric,15,20,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRSETL,Setup Labor - Standard,Numeric,15,21,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRPWRT,Rate - Piecework,Numeric,15,22,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRSETC,Crew Size,Numeric,5,23,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRMOVD,Move Hours - Standard,Numeric,5,24,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRQUED,Queue Hours - Standard,Numeric,5,25,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRLTPC,Percent - Leadtime Overlap,Numeric,5,26,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRPOVR,Percent - Overlap,Numeric,5,27,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRNXOP,Sequence Number - Next Operation,Numeric,5,28,2025-07-15 09:36:08.224336
F3003,Routing Master File,IROPYP,Percent - Operational Planned Yield,Numeric,5,29,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCPYP,Percent - Cumulative Planned Yield,Numeric,5,30,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRAPID,Unit or Tag Number,String,12,31,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRSHNO,Message Number,String,10,32,2025-07-15 09:36:08.224336
F3003,Routing Master File,IROPSC,Type Operation Code,String,2,33,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRINPE,Inspection Code,String,2,34,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRJBCD,Job Type (Craft) Code,String,6,35,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRAN8,Address Number,Numeric,8,36,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRVEND,Primary / Last Supplier Number,Numeric,8,37,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRPOY,Purchase Order (Y/N),Character,1,38,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCOST,Cost Component,String,3,39,2025-07-15 09:36:08.224336
F3003,Routing Master File,IROMCU,Project Business Unit,String,12,40,2025-07-15 09:36:08.224336
F3003,Routing Master File,IROBJ,Object Account,String,6,41,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRSUB,Subsidiary,String,8,42,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRRREV,Routing Revision Level,String,3,43,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRURCD,User Reserved Code,String,2,44,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRURDT,User Reserved Date,Date,6,45,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRURAT,User Reserved Amount,Numeric,15,46,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRURRF,User Reserved Reference,String,15,47,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRURAB,User Reserved Number,Numeric,8,48,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRUSER,User ID,String,10,49,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRPID,Program ID,String,10,50,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRUPMJ,Date - Updated,Date,6,51,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRTDAY,Time of Day,Numeric,6,52,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRJOBN,Work Station ID,String,10,53,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRWMCU,Workcenter Branch,String,12,54,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRLOCN,Location,String,20,55,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRRUC,Resource units consumed,Numeric,15,56,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCAPU,Capacity Unit of measure,String,2,57,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRACTB,Activity-Based Costing Activity Code,String,10,58,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRNUMB,Asset Item Number,Numeric,8,59,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCBCO,Co/By Counter,Integer,11,60,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCICO,Component/Ingredient Counter,Integer,11,61,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRIMCO,Intermediate Counter,Integer,11,62,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRMPRO,Minimum Production,Numeric,15,63,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRAPSC,Constraints Flag,Character,1,64,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRMNSP,Minimum Separation,Numeric,15,65,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRMXSP,Maximum Separation,Numeric,15,66,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCMPE,Competency Type,String,3,67,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCMPC,Competency Code,String,10,68,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCPLVLFR,Competency Level From,Numeric,6,69,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCPLVLTO,Competency Level To,Numeric,6,70,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRCMRQ,Rule Match Flag,Character,1,71,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRANSA,Address Number - Manager,Numeric,8,72,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRANPA,Supervisor,Numeric,8,73,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRANP,Address Number - Assigned To,Numeric,8,74,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRWSCHF,Maintenance Schedule Flag,Character,1,75,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRTRAF,Resources Assigned,Character,1,76,2025-07-15 09:36:08.224336
F3003,Routing Master File,IRDFOPC,DFM Operation On Critical Path,Character,1,77,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMDOCO,Document (Order No  Invoice  etc.),Numeric,8,1,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMDCTO,Order Type,String,2,2,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMSFXO,Order Suffix,String,3,3,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMTBM,Type Bill of Material,String,3,4,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMFORQ,Fixed or Variable Quantity,Character,1,5,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMITC,Issue Type Code,Character,1,6,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCOBY,Co-Products/By-Products/Intermediate,Character,1,7,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCOTY,Component Type,Character,1,8,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCPNT,Component Line Number,Numeric,4,9,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMFRMP,From Potency,Numeric,7,10,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMTHRP,Thru Potency,Numeric,7,11,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMFRGD,From Grade,String,3,12,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMTHGD,Thru Grade,String,3,13,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMRKCO,Company - Key (Related Order),String,5,14,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMRORN,Related PO/SO/WO Number,String,8,15,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMRCTO,Related PO/SO/WO Order Type,String,2,16,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMRLLN,Related PO/SO Line Number,Numeric,7,17,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMOPSQ,Sequence Number - Operations,Numeric,5,18,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMBSEQ,Sequence - Bubble Sequence,Numeric,5,19,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMRSCP,Resource Percent,Numeric,5,20,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMSCRP,Percent - Percent of Scrap,Numeric,5,21,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMREWP,Percent - Rework,Numeric,5,22,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMASIP,Percent - As is,Numeric,5,23,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCPYP,Percent - Cumulative Planned Yield,Numeric,5,24,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMSTPP,Operation Scrap Percent,Numeric,5,25,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMLOVD,Leadtime Offset Days,Numeric,6,26,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCPIT,Component Item Number - Short,Numeric,8,27,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCPIL,Component 2nd Item Number,String,25,28,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCPIA,Component 3rd Item Number,String,25,29,2025-07-15 09:36:08.224336
F3111,Work Order Parts List,WMCMCU,Component Branch,String,12,30,2025-07-15 09:36:08.224336
